Nome do Arquivo,Classe,Hu 1,Hu 2,Hu 3,Hu 4,Hu 5,Hu 6,Hu 7
ROI_1_0,Paciente Saudável,0.0031166097284991293,2.7139482332034185e-10,1.1653680332081665e-11,2.5178892111161412e-12,1.2227224674110627e-23,2.580544790130645e-17,-6.0432341187674996e-24
ROI_1_1,Paciente Saudável,0.0030239871002246867,4.761615204377409e-09,1.3795528261418726e-11,5.715565083802099e-12,4.332070550641059e-23,-3.8839273237530514e-16,2.6441227971787757e-23
ROI_1_2,Paciente Saudável,0.0027117762642997327,1.1640837721562194e-09,3.2684644069175084e-12,5.9484187037720085e-12,9.166422746671815e-24,-1.9187306259358902e-16,-2.457464531557137e-23
ROI_1_3,Paciente Saudável,0.0029777343869534937,3.698251236880873e-09,2.9833144335520995e-11,5.492581991007965e-12,-6.12799376604326e-23,1.7844134101606547e-16,-3.447031329873182e-23
ROI_1_4,Paciente Saudável,0.002402116119028164,8.729655727535215e-10,1.5257644685278201e-12,1.463098589325385e-11,-2.8767184897411313e-23,-2.4204643677700007e-16,6.285803544553175e-23
ROI_1_5,Paciente Saudável,0.003003249157743299,8.309744317662166e-09,3.442672781233013e-13,4.00804271588722e-12,-3.962130760347724e-24,-3.529148712709262e-16,-2.5431864958641678e-24
ROI_1_6,Paciente Saudável,0.0028387382401665676,1.6407150751242566e-09,2.3165880594480495e-11,5.944738505477894e-12,3.366290438364404e-23,3.688957556145059e-17,6.110359240371035e-23
ROI_1_7,Paciente Saudável,0.0026591456217445394,1.5576805784461169e-09,8.982751820400122e-12,9.489192176463925e-13,2.5947421267935375e-24,8.351483053888219e-18,9.70898830030795e-25
ROI_1_8,Paciente Saudável,0.0025417240392289642,6.970101960812386e-10,1.5915015123673598e-12,2.6391936280543053e-12,5.130750671463002e-24,5.131878338820661e-17,1.7122479379031083e-24
ROI_1_9,Paciente Saudável,0.002816881244820318,3.130506604300732e-10,1.3105205985263318e-11,2.2399283023211978e-13,-3.4205398039120075e-25,3.393247216687902e-19,1.7401120027934357e-25
ROI_2_0,Paciente Saudável,0.0051780274555271386,4.0693093821984766e-08,1.1746484255140084e-10,4.616488627236733e-10,-9.183616178795102e-20,-7.870613900170758e-14,5.588442327525054e-20
ROI_2_1,Paciente Saudável,0.004117703247353317,2.6055386543411395e-09,5.523622223489642e-11,6.117002481167684e-11,1.5653013610509709e-21,2.537528887139666e-15,3.1925749361602396e-21
ROI_2_2,Paciente Saudável,0.0039127211006486865,2.3920496192836858e-09,4.167331910005121e-11,4.470225801641391e-11,1.7494941791618313e-21,-2.1020579239875314e-15,8.135545373213293e-22
ROI_2_3,Paciente Saudável,0.005315877394850722,1.5517704944285083e-09,1.7353834560722005e-10,5.506117927091679e-10,1.6003922771261196e-19,-3.4452597637812994e-15,-5.793396131187162e-20
ROI_2_4,Paciente Saudável,0.0052108845016606165,1.7684750455961768e-09,7.44573307770487e-11,2.1315866745641392e-10,-5.572692545276892e-21,-2.99345408219875e-15,2.6269371827846814e-20
ROI_2_5,Paciente Saudável,0.005448615108673991,3.6335735272081806e-08,1.5560132047342803e-10,1.9045752185034766e-10,1.7417167231324066e-22,9.70779614854563e-15,-3.278669986013149e-20
ROI_2_6,Paciente Saudável,0.006304901671311496,1.5821549196833655e-08,2.893141909618069e-10,5.848263189524192e-10,-1.8700491800462646e-19,-5.6613298214342947e-14,1.5132335693900306e-19
ROI_2_7,Paciente Saudável,0.004955064058407958,1.941644853987312e-08,2.3962194102878263e-11,1.294854959183974e-10,-7.052378512225118e-21,1.3889593094591545e-14,1.5120535502446372e-21
ROI_2_8,Paciente Saudável,0.0049087944084866275,3.435240612725099e-08,3.147261957540559e-10,4.824798449712302e-10,1.8765870716469818e-19,7.157618319450345e-14,1.1517954691904543e-20
ROI_2_9,Paciente Saudável,0.005557386721080287,9.478785797977843e-08,9.255228387700538e-11,5.317281603763419e-10,-1.3098888002547376e-20,-1.635599875184232e-13,-1.1722862825402435e-19
ROI_3_0,Paciente Saudável,0.008359016850008338,2.511575999279442e-07,2.3587128915273918e-09,1.7333364270553624e-10,-1.763501172411992e-20,8.535422912386446e-14,-1.0941914820954667e-19
ROI_3_1,Paciente Saudável,0.0032279884636138133,7.436417410826216e-09,2.6092164596193444e-11,4.998544654551718e-11,6.374480709153264e-22,-3.458492783680953e-16,-1.6888852467874993e-21
ROI_3_2,Paciente Saudável,0.004023639266929291,1.2657649139831189e-08,1.4423677515565258e-10,9.182223480491344e-11,-7.513614127736653e-22,9.176228822251201e-15,-1.054045071296721e-20
ROI_3_3,Paciente Saudável,0.0033658944484027597,1.1895807736519827e-10,1.319895734764149e-10,1.3394427898347753e-10,-1.2797271407429041e-20,9.668884878523492e-16,1.2386059612188867e-20
ROI_3_4,Paciente Saudável,0.006438167863231958,1.7352041239400197e-07,2.7836863562381286e-12,9.902064015505448e-10,-2.6261954846842017e-20,3.9503522177938094e-13,-4.486655255428057e-20
ROI_3_5,Paciente Saudável,0.00532504494593918,3.6608417157643854e-09,2.112958543516177e-10,5.167463953759636e-10,2.096419703684275e-20,2.5905207120648975e-14,1.69458531133721e-19
ROI_3_6,Paciente Saudável,0.003927925292904635,1.5302631439306074e-09,6.414434324849148e-11,2.160056205352418e-10,-1.9810637338829738e-20,-6.2648842355465246e-15,-1.5937888911629167e-20
ROI_3_7,Paciente Saudável,0.003252544437093506,2.806069101653425e-09,4.122510396190212e-11,3.068995131396295e-11,-1.0650695563658842e-21,-9.911924122122283e-16,2.393352079816972e-22
ROI_3_8,Paciente Saudável,0.0022838293139915444,3.47037143112721e-11,1.2570540174527694e-11,1.9584098942621217e-11,-2.0467564249890074e-22,5.271841285895804e-17,2.2918996413954156e-22
ROI_3_9,Paciente Saudável,0.005219159785543246,4.298289045892121e-08,1.7261451008075988e-10,9.631916355176778e-11,-5.2396192272481875e-21,1.9935577166156115e-14,1.1260236320579283e-20
ROI_4_0,Paciente Saudável,0.0017620089251112027,4.140693799246027e-10,3.763400310313039e-13,8.123688738340018e-14,-9.898064736111985e-27,-1.502300942938587e-19,1.0187772927038727e-26
ROI_4_1,Paciente Saudável,0.0035119982064310473,7.72521569773048e-08,1.0435066274694081e-11,4.703506877153615e-11,9.162780756491566e-22,1.2988678500826115e-14,4.962472177019464e-22
ROI_4_2,Paciente Saudável,0.003988330577085256,5.794358684873089e-08,7.97146138209915e-11,3.147350805101138e-11,-1.1846821284774289e-21,-6.243117838940893e-15,1.0400948312050225e-21
ROI_4_3,Paciente Saudável,0.004584201534614484,5.542148946677509e-09,4.01204706812359e-11,3.167571710786521e-11,9.70459529104092e-22,-6.34618479561456e-16,5.773314918044082e-22
ROI_4_4,Paciente Saudável,0.004113789802796017,4.6522165937045234e-08,9.812871210208045e-11,1.3929978924192352e-10,1.0818828013469127e-20,-1.4559079589777358e-14,-1.2173665262707243e-20
ROI_4_5,Paciente Saudável,0.003911641484691886,7.871000677336242e-10,2.4675006385104185e-11,2.4674685126646137e-10,1.7321592948957488e-20,-4.025057175538082e-15,8.405563300429949e-21
ROI_4_6,Paciente Saudável,0.0046189884354046334,5.9545178292943974e-09,4.305370141618482e-11,7.649808222242376e-11,3.770406050879953e-21,-4.277913419225729e-15,2.248912398662055e-21
ROI_4_7,Paciente Saudável,0.0044549020553966735,1.052107651080392e-08,8.674350362749827e-12,2.00082562481612e-11,3.275790747478398e-23,-1.2633695942527998e-15,-2.6154865510911697e-22
ROI_4_8,Paciente Saudável,0.004331167662173611,8.69731707599762e-08,6.421630186407954e-11,1.9593359193283844e-10,-1.1916426221382501e-20,5.5336408553017184e-14,-1.846690110538354e-20
ROI_4_9,Paciente Saudável,0.0047729963555891135,1.8900345610516313e-08,8.038112039060707e-11,2.4645493035888235e-11,4.2075618763290405e-22,1.2031083260730844e-15,1.0130369802477499e-21
ROI_5_0,Paciente Saudável,0.003120442728848381,1.0076080516471576e-08,3.131518183684043e-12,1.999531198629655e-12,-3.565256934990968e-24,-1.9740018692590125e-16,3.510480859630278e-24
ROI_5_1,Paciente Saudável,0.003382075925395238,2.1808571366580116e-09,2.6367295855240137e-11,6.28998345510684e-11,2.206115755841922e-21,2.9309916748443163e-15,1.3018137303430733e-21
ROI_5_2,Paciente Saudável,0.0034919870933490344,4.561025586185044e-09,9.515890671343309e-11,4.0987359083839136e-11,1.3510296698052456e-21,-1.8984731171345784e-15,-2.1741898508836604e-21
ROI_5_3,Paciente Saudável,0.003833804513714842,6.748726267335938e-09,1.0211002661939628e-10,6.0146915093648584e-12,1.430663284599939e-22,-4.939900232417235e-16,4.183544776406627e-23
ROI_5_4,Paciente Saudável,0.003517072558275822,4.466408720915377e-09,4.167494512165885e-11,2.3395236377601375e-11,1.7438239168125762e-22,1.5024001170264445e-15,7.093953819900478e-22
ROI_5_5,Paciente Saudável,0.004137231413469065,3.876389358657152e-08,2.1360926188169103e-11,2.386399895647155e-11,-3.3949854363162164e-22,4.425223601747103e-15,-4.1838086564972355e-22
ROI_5_6,Paciente Saudável,0.0028560934767360726,4.1628997136513493e-10,1.0254871768128235e-11,5.91915559581046e-11,-5.3285811798628465e-22,-2.234793133470722e-16,-1.3574896865912283e-21
ROI_5_7,Paciente Saudável,0.0036047959599984744,3.7838479808558706e-09,6.081019176291428e-11,1.5256111324746676e-12,1.3660694746416612e-23,4.4408868008176606e-17,-5.4141389927186446e-24
ROI_5_8,Paciente Saudável,0.003578130256454601,3.277968492285141e-08,2.6216316640013558e-11,1.725454931675221e-11,-3.667687714211431e-22,3.1160007335603454e-15,1.2421287178436719e-23
ROI_5_9,Paciente Saudável,0.003919895800925606,6.055287029130607e-09,5.0713567558975076e-11,2.9760320652471776e-11,2.110955708764423e-22,2.1161479938963495e-15,1.1367268787994584e-21
ROI_6_0,Paciente Saudável,0.003962623396337051,1.2050290577179502e-08,4.283941661811966e-10,6.940886340629679e-12,-1.4553930180659006e-23,-4.038430092740162e-16,-3.7820115052227715e-22
ROI_6_1,Paciente Saudável,0.003821138585396321,4.395878435290416e-09,6.451245743474728e-11,1.5988575641097958e-11,7.88473558116858e-23,9.792248858573041e-16,5.074056541373877e-22
ROI_6_2,Paciente Saudável,0.0036061589342504664,1.0108712375618296e-08,2.38311461112494e-11,4.984891027028032e-12,3.095239369246169e-23,-4.777891840131723e-16,4.465332349021427e-23
ROI_6_3,Paciente Saudável,0.0043724814554044296,3.911171776666795e-09,4.184071297598045e-11,5.1279801693153925e-12,1.5120325470594573e-23,-9.420308504670014e-17,-7.357608842378435e-23
ROI_6_4,Paciente Saudável,0.004504537183576664,3.437454734911382e-10,6.910622604957932e-11,8.274533611521659e-12,1.9534692379545317e-22,1.1268193375569928e-16,-3.148047369163519e-23
ROI_6_5,Paciente Saudável,0.004269468824747392,8.335219399724748e-08,1.1729742337950088e-11,4.063547606990744e-11,-1.1594690290310895e-22,-4.055340772375636e-15,8.795511995098322e-22
ROI_6_6,Paciente Saudável,0.0038837271501761827,2.322398027740652e-09,2.130857803880556e-11,7.576603420386592e-12,4.7458698760159664e-23,1.6696600674017444e-16,-8.375860295194558e-23
ROI_6_7,Paciente Saudável,0.0037761209732078242,4.566760545734251e-09,2.9399208104474105e-11,7.586238242659684e-12,6.369643300056194e-23,-1.4059623353524267e-16,9.369275116275252e-23
ROI_6_8,Paciente Saudável,0.0037624748729799115,2.221083055095751e-08,2.4874382372239444e-11,2.1132786235456098e-12,-1.5261881764931824e-23,-2.685660694881653e-16,-1.3543065544922265e-24
ROI_6_9,Paciente Saudável,0.00425196360313908,5.315147490832917e-09,2.4286070469477424e-11,4.9095684375457397e-11,-2.680834289111385e-22,2.9751578160001585e-15,1.673957645814686e-21
ROI_7_0,Paciente Saudável,0.0026484358325021204,4.5706026448511456e-09,4.5020066205753994e-11,7.350222573723218e-12,1.333560058726527e-22,-4.0360488669243323e-16,9.68035018584378e-24
ROI_7_1,Paciente Saudável,0.002739696151198099,1.8675154688877048e-09,5.044292743924476e-11,1.1935574926816683e-11,1.0354394858599517e-22,4.510154258927824e-16,-2.739482507855784e-22
ROI_7_2,Paciente Saudável,0.0046464922453622656,2.363313253331689e-08,2.652685987644921e-10,2.397856979138065e-10,5.3920290983379865e-20,3.6661108581919675e-14,2.738358688526209e-20
ROI_7_3,Paciente Saudável,0.004183960710096542,6.682404510477928e-10,4.042146846662423e-10,2.0991806155917636e-10,-2.1699878401060282e-20,-5.420472387860807e-15,5.716788705376438e-20
ROI_7_4,Paciente Saudável,0.0037936258363098427,3.1487470238321515e-09,2.7506573261493204e-11,5.702390559720335e-11,-1.833508313707087e-22,1.1214322804018784e-15,-2.250959624405283e-21
ROI_7_5,Paciente Saudável,0.003009174955503407,1.625919517766515e-08,7.380056288396511e-11,4.8955476692485434e-11,-1.010837327207407e-21,-1.900783171280637e-15,-2.7635346708701458e-21
ROI_7_6,Paciente Saudável,0.003834298978299054,6.65369314957187e-08,8.480346856615945e-11,1.1982751168866691e-11,3.788594229461521e-22,2.228841039472908e-15,4.8733218431251606e-23
ROI_7_7,Paciente Saudável,0.004058387425935809,8.197223322442827e-09,1.1632448206001658e-10,7.641865665116962e-12,1.6500715552379227e-23,-4.948028542227878e-16,-2.2724417103713677e-22
ROI_7_8,Paciente Saudável,0.0040363342130038775,1.2422902536869809e-08,4.673287750377845e-10,3.8112542860862146e-11,-5.072861295098277e-21,-3.767618432562447e-15,3.7129196242543847e-22
ROI_7_9,Paciente Saudável,0.003614594146810754,1.7449405124618495e-08,6.528739445403847e-12,2.6502229152094054e-11,5.335158214548134e-23,3.1829989363503343e-15,3.4450205334900795e-22
ROI_8_0,Paciente Saudável,0.0027399306214581772,6.397204904073233e-09,1.650551662266678e-11,1.3248435007067644e-11,-1.3564897137834573e-22,2.714326863099944e-16,-1.41353944566596e-22
ROI_8_1,Paciente Saudável,0.005539225834731747,6.230246129628735e-08,4.666087104924989e-10,2.192019233896367e-10,-6.710775564248537e-20,5.4713032836399776e-14,-2.027618402419543e-20
ROI_8_2,Paciente Saudável,0.0033294263535032327,4.709745130377286e-09,5.1726257064234804e-11,1.3351084189885917e-11,-3.165427473954856e-22,5.86348073690537e-16,-1.5133217530476476e-22
ROI_8_3,Paciente Saudável,0.0033203155007902885,6.242428982726364e-09,2.3652639794531497e-12,3.8666269702866836e-11,1.548027423853755e-22,-9.071956755434209e-16,-3.3581257855996203e-22
ROI_8_4,Paciente Saudável,0.003528654752992223,1.2366484553266967e-08,7.512698637560141e-11,6.831170037509748e-12,1.30186451133815e-22,-7.475300813277004e-16,8.366689886001968e-23
ROI_8_5,Paciente Saudável,0.002486195571374957,1.176799856161122e-08,1.2180445212298237e-11,6.31919440701158e-14,-5.258810917891982e-26,-6.835832186135158e-18,1.7552709150984966e-26
ROI_8_6,Paciente Saudável,0.0031173915170264943,6.316705956052686e-09,2.180982557688824e-11,1.7371677854072887e-11,-9.976410198822409e-23,1.1986896269589109e-15,-3.230815310905829e-22
ROI_8_7,Paciente Saudável,0.0029386612558798906,1.1703618301629142e-09,5.189823813672766e-11,4.014564846765967e-12,2.116833057394063e-23,-7.716174275979371e-17,-5.394259920860566e-23
ROI_8_8,Paciente Saudável,0.0038084891209765916,1.6866667151799002e-08,2.1154949299733325e-11,5.883715397283883e-12,-1.7350908421724942e-23,4.840501835771795e-16,6.330759343370423e-23
ROI_8_9,Paciente Saudável,0.003206960572434844,1.5628918823335683e-08,8.096613708410963e-12,2.392825458311638e-12,8.164115023956692e-25,-2.1692513158241314e-16,1.050048910543457e-23
ROI_9_0,Paciente Saudável,0.005506874227040756,8.760827167671599e-09,6.395079296121997e-10,1.3537346269433232e-10,1.6955796635946477e-21,1.2566313047101916e-14,3.979508321613011e-20
ROI_9_1,Paciente Saudável,0.004598154840983091,2.3993945108791895e-08,5.911441336015716e-11,4.078205926959621e-11,1.9427903646217894e-21,2.6227417182015007e-15,-4.849367515524889e-22
ROI_9_2,Paciente Saudável,0.005950869692844559,9.307003679209499e-10,2.519030943160072e-10,9.83190155344666e-13,2.0008504908033703e-24,-2.9296149746667304e-17,-1.5343033627051045e-23
ROI_9_3,Paciente Saudável,0.0038626530268590998,5.291752646290831e-09,1.336583148111027e-10,3.958683603835505e-11,-2.3133673498061333e-21,2.8677409701845453e-16,1.714678605431741e-21
ROI_9_4,Paciente Saudável,0.004136838862708372,1.9110771211292952e-08,4.017417184072323e-11,4.278077773503323e-11,1.6401380079451535e-21,-5.601885692761548e-16,6.748859160592379e-22
ROI_9_5,Paciente Saudável,0.0038877660426577675,1.2273737995820553e-09,4.201662432213292e-11,5.414348630528269e-11,6.46452234049876e-22,-1.4712364729752284e-15,2.5002170976425097e-21
ROI_9_6,Paciente Saudável,0.004949817774714357,3.2316931096901514e-08,1.0102362405537594e-10,2.0118153037702348e-10,2.824424379315031e-20,1.8543374645617795e-14,-4.9859770898033286e-21
ROI_9_7,Paciente Saudável,0.006535860392359625,1.6980550933099535e-08,2.272567260782365e-10,4.311812626998368e-13,-2.119709410981374e-24,5.146405337720263e-17,-3.7046796265917245e-24
ROI_9_8,Paciente Saudável,0.0043251138165370795,8.53852850438989e-09,3.5136412991352107e-10,9.004762657652499e-13,-1.8494267410774873e-25,4.3151363024759054e-17,1.6016151376570963e-23
ROI_9_9,Paciente Saudável,0.004383211999223868,7.211498211040355e-09,1.111327285389188e-10,1.1516005659018217e-10,-1.302707064709738e-20,-1.5708976675295842e-15,1.4533280504154065e-22
ROI_10_0,Paciente Saudável,0.004741500938903151,1.0057010134022447e-08,1.9441703991793922e-09,1.0099634324775322e-10,-3.929270038737277e-20,-9.34773091388359e-15,-2.1423044675491963e-20
ROI_10_1,Paciente Saudável,0.004557960917615816,1.3696411723353777e-09,9.227067203895625e-11,1.8466696537930633e-10,2.408538943145898e-20,-6.230897045578188e-15,9.83794911121737e-22
ROI_10_2,Paciente Saudável,0.007142436313796144,5.438650562805065e-08,6.160158854743806e-10,3.6748488827910864e-09,5.183490043878846e-18,-7.76691573881818e-13,1.9241833855761514e-18
ROI_10_3,Paciente Saudável,0.011929584624711427,1.5933054033637967e-06,1.407071943580981e-08,1.0176042204830983e-08,-1.9837367120519397e-17,1.2528244776119267e-11,-1.201393737250454e-16
ROI_10_4,Paciente Saudável,0.003668693662335122,9.49552214992745e-09,4.669456866097978e-10,8.506669646477345e-11,1.5889708291315956e-20,-7.635116024108777e-15,-5.912339480119209e-21
ROI_10_5,Paciente Saudável,0.00897861228158333,1.5174153102378636e-07,5.217181284187132e-09,1.0361980976864696e-08,-1.2073680660922946e-17,3.4005092418792618e-12,7.522445971619869e-17
ROI_10_6,Paciente Saudável,0.010855139824449203,7.255217889445426e-07,3.6801462053697877e-09,1.1339681613564264e-08,1.6086569235467998e-17,8.41757515758887e-12,7.146630103359341e-17
ROI_10_7,Paciente Saudável,0.015874145571875976,6.452190528953569e-07,2.2581796293637943e-09,7.09264836456841e-09,-2.5962817971696964e-17,4.530088396060679e-12,-1.1473944150633586e-17
ROI_10_8,Paciente Saudável,0.006221491367224059,2.9690618918925052e-08,5.444771509423759e-10,1.1500324523361747e-09,-1.2071976351377028e-19,-3.926504579708332e-14,9.019858821381796e-19
ROI_10_9,Paciente Saudável,0.004833434458455842,2.068605634281555e-08,8.593983407830487e-11,1.5351964067058656e-10,-1.5689984660624634e-20,2.0140469439568733e-14,-8.048065837934711e-21
ROI_11_0,Paciente Saudável,0.0068353328083364945,2.6700907836678077e-08,6.050834141525509e-10,1.3890472634795738e-09,-1.2235915555696347e-18,1.319057827495826e-13,3.5285695144214915e-19
ROI_11_1,Paciente Saudável,0.008022466394294221,1.1988782069811964e-07,3.6479135686295495e-09,7.853909674059609e-10,-1.184466757759485e-19,2.7193190303869803e-13,1.3240988274792994e-18
ROI_11_2,Paciente Saudável,0.008259383793734741,4.531123275587911e-08,5.243646085154397e-09,1.6163642635793366e-09,-4.845024243827938e-19,2.4147876168245666e-13,-4.680705441048844e-18
ROI_11_3,Paciente Saudável,0.005931860638017315,8.576733447785023e-08,1.3527724901387953e-09,2.1767178486087957e-10,-6.5132043453014895e-21,6.361834617777911e-14,-1.1793815430837182e-19
ROI_11_4,Paciente Saudável,0.005145421039904295,1.1901355263028455e-09,6.983743398149738e-10,2.8880394937705393e-11,1.4087228806037117e-22,4.708676725958054e-16,-4.0991378136921926e-21
ROI_11_5,Paciente Saudável,0.010339939485786851,5.5601737442643585e-08,6.557196237307012e-10,2.493443978444562e-09,-2.4016896318353903e-18,5.847196391994815e-13,-2.096929332806666e-18
ROI_11_6,Paciente Saudável,0.009875360594912591,6.291411647732752e-08,1.320428142328946e-08,2.0390290680161388e-09,6.2392065803047064e-18,-2.9666132329900503e-13,8.544719374758373e-18
ROI_11_7,Paciente Saudável,0.003969545585210494,8.37759522892682e-09,1.0740056240991684e-10,3.748517991389867e-11,-2.1771395002381086e-21,2.4863766772886348e-15,9.576287692482556e-22
ROI_11_8,Paciente Saudável,0.0028497546692449437,3.5660342366330103e-09,5.5240142716480465e-11,2.0733681883434976e-11,8.281652028279265e-23,2.276528500639897e-16,-6.967803974103636e-22
ROI_11_9,Paciente Saudável,0.0041493472118442135,3.309763364778795e-08,4.5280755632016925e-11,9.047643030648208e-11,-4.820041567685624e-21,4.68467235337881e-16,-3.2099652712706486e-21
ROI_12_0,Paciente Saudável,0.0040731852304289,8.84936697116864e-10,7.513251946518041e-12,8.614322069164577e-11,-2.863907364018198e-22,1.752494659820991e-15,-2.172727451043958e-21
ROI_12_1,Paciente Saudável,0.00411355924649273,1.3503463978838296e-08,1.2001335094071754e-11,9.188181131211586e-12,9.420057377615584e-23,-1.8231351056896468e-16,-2.0870486304026158e-23
ROI_12_2,Paciente Saudável,0.003987399715692586,2.858559327652238e-10,2.3670532050346985e-11,2.8228017141177938e-11,-5.064123156447032e-22,3.871582818418142e-16,-5.253191053995492e-22
ROI_12_3,Paciente Saudável,0.0037480353961056277,6.906305859445646e-09,3.3886788154873445e-11,2.163009352742471e-11,-4.404854764946652e-22,4.1103421494711163e-16,-3.858790481976194e-22
ROI_12_4,Paciente Saudável,0.0038950849825796687,2.0218035976964092e-09,2.434606627484973e-11,9.971696308764574e-12,-2.794144607688833e-23,-1.2165150760951139e-16,-1.528371727015408e-22
ROI_12_5,Paciente Saudável,0.0032547095252656645,1.6025817206733255e-09,4.3784153726041164e-11,3.669352318077251e-11,-1.4350479126504123e-21,-1.4122595167712224e-15,-3.2214955150309265e-22
ROI_12_6,Paciente Saudável,0.0034449945159709056,1.2730723881611226e-09,6.226190665901903e-12,3.040299511553173e-11,2.3266460070402063e-22,1.0815077610601637e-15,-3.4762102906068105e-22
ROI_12_7,Paciente Saudável,0.004027132366295597,2.6871790637977485e-09,6.629592128718515e-11,4.693881188099545e-11,2.243271346413066e-21,2.4063562938181244e-15,-1.3505286034181694e-21
ROI_12_8,Paciente Saudável,0.0031614329254561193,1.4380170973278115e-09,8.877136884728612e-12,1.1056037566949303e-11,-9.31349037216214e-23,3.269343039039406e-16,-5.764421800080321e-23
ROI_12_9,Paciente Saudável,0.003863067298396864,6.607425803672255e-10,5.496573116678427e-12,4.5445766866493684e-11,-4.963104564862967e-22,1.1677256261078235e-15,5.192147889448009e-22
ROI_13_0,Paciente Saudável,0.002546091062417104,2.8751708365981305e-09,1.23534738951735e-11,3.0634113129059402e-12,-1.3784583418393376e-23,-1.440488596507275e-16,-1.2850280706171575e-23
ROI_13_1,Paciente Saudável,0.0026004883953555267,1.471488751293385e-09,1.545330216142297e-11,5.648803484562764e-12,-2.9319600053097105e-23,-1.7726756771096587e-16,-4.388372240078217e-23
ROI_13_2,Paciente Saudável,0.0027731255876476653,8.5107745349403e-09,1.6652371794483876e-11,4.010753977931869e-12,1.16701418120357e-23,-3.663156237806438e-16,3.062969994753894e-23
ROI_13_3,Paciente Saudável,0.0026928203681012095,5.502264465115907e-09,2.8890993089605646e-11,8.096408148638636e-12,-6.691371279668159e-24,-4.3159201423322267e-16,1.236473509307187e-22
ROI_13_4,Paciente Saudável,0.0028243502314849694,1.9985173502009428e-08,8.5485061816459e-11,3.798246535573646e-11,4.621139502227917e-22,-3.190019489951759e-15,2.11440217385963e-21
ROI_13_5,Paciente Saudável,0.003000207896236089,2.5826922425952957e-10,1.3651318937437262e-11,7.398467205667912e-12,-6.730545811949118e-23,-1.1541494586948326e-16,3.159716095720464e-23
ROI_13_6,Paciente Saudável,0.0028192078007255334,8.600912154118545e-09,6.130824255200846e-11,2.1660613486702556e-12,-2.4816751410876837e-23,-4.836280965827789e-17,-2.6815386398409797e-24
ROI_13_7,Paciente Saudável,0.0035399216060042413,2.5521809526996256e-09,1.297911962607485e-10,2.089401154494023e-11,-1.0114836893646348e-21,-8.103444247902106e-16,4.009850868218905e-22
ROI_13_8,Paciente Saudável,0.0038737039022523033,5.241914255434292e-08,5.483907182352935e-13,3.6934161596567106e-10,-1.731947516610117e-21,-1.6405687785720734e-14,4.9628593192146415e-21
ROI_13_9,Paciente Saudável,0.0031191452183047244,3.41865837560413e-08,4.1578032758187305e-12,8.535346971422639e-11,3.873524110417194e-22,-1.2149928302703263e-14,1.5605628870326271e-21
ROI_14_0,Paciente Saudável,0.0024465780515916516,1.1911511505788578e-09,2.507672981339097e-12,7.531462723359362e-12,-2.798408369209637e-23,4.293546809449485e-17,-1.697603030159053e-23
ROI_14_1,Paciente Saudável,0.0023041255292355783,3.479059257184266e-10,1.930517915172332e-12,3.730458515967018e-12,-7.740033862179185e-24,-6.928865053130617e-17,-6.349273928171423e-24
ROI_14_2,Paciente Saudável,0.0022033725874416373,7.950430157654192e-10,5.57866855603277e-12,4.328220483688968e-12,4.3486925797826054e-24,1.165029458280442e-16,-2.0818796911486763e-23
